census_geoid,geography_type,state_fips,place_fips,geography_name,acs_vintage,total_population,white_alone_pct,black_alone_pct,asian_alone_pct,hispanic_or_latino_pct,foreign_born_pct,under_18_pct,source_id
1600000US0183640,place,01,83640,"Woodstock town, Alabama",2024,1218,90.066,0.985,0.0,4.762,1.232,18.719,acs5_2024_place_demographics
1600000US0183664,place,01,83664,"Woodville town, Alabama",2024,947,95.354,0.422,0.422,0.95,0.845,21.331,acs5_2024_place_demographics
1600000US0183976,place,01,83976,"Yellow Bluff town, Alabama",2024,170,2.353,97.647,0.0,0.0,0.0,6.471,acs5_2024_place_demographics
1600000US0184096,place,01,84096,"York city, Alabama",2024,2056,8.658,89.056,0.292,0.243,0.535,22.665,acs5_2024_place_demographics
1600000US0200065,place,02,00065,"Adak city, Alaska",2024,73,79.452,0.0,0.0,0.0,0.0,2.74,acs5_2024_place_demographics
1600000US0200650,place,02,00650,"Akhiok city, Alaska",2024,160,0.0,3.75,24.375,0.0,12.5,12.5,acs5_2024_place_demographics
1600000US0200760,place,02,00760,"Akiachak CDP, Alaska",2024,736,1.495,0.0,0.0,0.0,0.272,44.973,acs5_2024_place_demographics
1600000US0200870,place,02,00870,"Akiak city, Alaska",2024,377,5.305,0.0,0.0,0.0,0.0,39.523,acs5_2024_place_demographics
1600000US0201090,place,02,01090,"Akutan city, Alaska",2024,694,27.81,13.545,16.427,16.138,55.187,4.179,acs5_2024_place_demographics
1600000US0201200,place,02,01200,"Alakanuk city, Alaska",2024,864,0.0,0.0,0.0,0.0,0.116,43.171,acs5_2024_place_demographics
1600000US0201305,place,02,01305,"Alatna CDP, Alaska",2024,11,0.0,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0201390,place,02,01390,"Alcan Border CDP, Alaska",2024,3,100.0,0.0,0.0,0.0,33.333,0.0,acs5_2024_place_demographics
1600000US0201420,place,02,01420,"Aleknagik city, Alaska",2024,92,4.348,0.0,0.0,0.0,0.0,9.783,acs5_2024_place_demographics
1600000US0201560,place,02,01560,"Aleneva CDP, Alaska",2024,0,,,,,,,acs5_2024_place_demographics
1600000US0201860,place,02,01860,"Allakaket city, Alaska",2024,167,14.97,0.0,0.0,0.0,0.0,42.515,acs5_2024_place_demographics
1600000US0201970,place,02,01970,"Ambler city, Alaska",2024,182,4.945,0.0,0.0,0.0,2.198,31.868,acs5_2024_place_demographics
1600000US0202080,place,02,02080,"Anaktuvuk Pass city, Alaska",2024,329,12.462,0.0,0.0,0.0,0.0,35.258,acs5_2024_place_demographics
1600000US0203000,place,02,03000,"Anchorage municipality, Alaska",2024,288976,56.765,5.013,9.965,9.497,10.876,23.53,acs5_2024_place_demographics
1600000US0203110,place,02,03110,"Anchor Point CDP, Alaska",2024,2243,86.135,0.178,1.56,4.102,3.121,16.808,acs5_2024_place_demographics
1600000US0203220,place,02,03220,"Anderson city, Alaska",2024,140,91.429,0.0,0.0,7.143,0.0,29.286,acs5_2024_place_demographics
1600000US0203440,place,02,03440,"Angoon city, Alaska",2024,480,9.583,0.625,0.0,15.625,0.0,25.417,acs5_2024_place_demographics
1600000US0203550,place,02,03550,"Aniak city, Alaska",2024,585,12.137,0.0,15.726,1.368,0.0,27.521,acs5_2024_place_demographics
1600000US0203880,place,02,03880,"Anvik city, Alaska",2024,79,1.266,0.0,0.0,0.0,0.0,35.443,acs5_2024_place_demographics
1600000US0203990,place,02,03990,"Arctic Village CDP, Alaska",2024,164,0.0,0.0,0.0,0.0,0.0,48.78,acs5_2024_place_demographics
1600000US0204210,place,02,04210,"Atka city, Alaska",2024,15,0.0,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0204430,place,02,04430,"Atmautluak CDP, Alaska",2024,88,7.955,0.0,0.0,0.0,0.0,32.955,acs5_2024_place_demographics
1600000US0204500,place,02,04500,"Atqasuk city, Alaska",2024,288,4.514,0.0,0.0,0.0,0.0,35.069,acs5_2024_place_demographics
1600000US0204670,place,02,04670,"Attu Station CDP, Alaska",2024,13,100.0,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0205000,place,02,05000,"Badger CDP, Alaska",2024,18677,78.712,1.033,1.076,6.152,3.052,23.719,acs5_2024_place_demographics
1600000US0205585,place,02,05585,"Bear Creek CDP, Alaska",2024,1732,84.931,0.0,0.0,2.483,4.734,24.249,acs5_2024_place_demographics
1600000US0205750,place,02,05750,"Beaver CDP, Alaska",2024,17,0.0,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0206245,place,02,06245,"Beluga CDP, Alaska",2024,4,75.0,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0206520,place,02,06520,"Bethel city, Alaska",2024,6312,20.041,3.01,2.804,3.628,4.753,28.945,acs5_2024_place_demographics
1600000US0206630,place,02,06630,"Bettles city, Alaska",2024,16,6.25,0.0,0.0,56.25,0.0,25.0,acs5_2024_place_demographics
1600000US0206850,place,02,06850,"Big Delta CDP, Alaska",2024,565,96.991,0.0,0.0,0.0,5.487,35.221,acs5_2024_place_demographics
1600000US0207070,place,02,07070,"Big Lake CDP, Alaska",2024,3585,85.969,0.335,1.032,3.877,1.116,22.678,acs5_2024_place_demographics
1600000US0207620,place,02,07620,"Birch Creek CDP, Alaska",2024,0,,,,,,,acs5_2024_place_demographics
1600000US0208740,place,02,08740,"Brevig Mission city, Alaska",2024,718,1.811,0.0,0.836,0.0,0.836,43.593,acs5_2024_place_demographics
1600000US0209600,place,02,09600,"Buckland city, Alaska",2024,533,0.75,0.0,0.0,0.0,0.0,39.962,acs5_2024_place_demographics
1600000US0209657,place,02,09657,"Buffalo Soapstone CDP, Alaska",2024,739,76.184,0.0,0.541,3.383,3.112,16.238,acs5_2024_place_demographics
1600000US0209710,place,02,09710,"Butte CDP, Alaska",2024,4085,85.214,0.832,1.248,3.256,2.081,23.672,acs5_2024_place_demographics
1600000US0210150,place,02,10150,"Cantwell CDP, Alaska",2024,128,67.188,1.562,0.0,1.562,0.0,7.812,acs5_2024_place_demographics
1600000US0211690,place,02,11690,"Central CDP, Alaska",2024,108,86.111,0.0,0.0,0.0,0.0,21.296,acs5_2024_place_demographics
1600000US0211800,place,02,11800,"Chalkyitsik CDP, Alaska",2024,80,0.0,0.0,0.0,0.0,0.0,36.25,acs5_2024_place_demographics
1600000US0212350,place,02,12350,"Chase CDP, Alaska",2024,29,100.0,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0212680,place,02,12680,"Chefornak city, Alaska",2024,620,0.0,0.968,0.0,0.0,0.0,42.742,acs5_2024_place_demographics
1600000US0212920,place,02,12920,"Chena Ridge CDP, Alaska",2024,5881,76.297,0.493,1.87,5.9,2.721,24.996,acs5_2024_place_demographics
1600000US0212970,place,02,12970,"Chenega CDP, Alaska",2024,37,70.27,0.0,0.0,0.0,0.0,48.649,acs5_2024_place_demographics
1600000US0213230,place,02,13230,"Chevak city, Alaska",2024,494,2.024,0.0,2.024,0.0,2.834,41.498,acs5_2024_place_demographics
1600000US0213340,place,02,13340,"Chickaloon CDP, Alaska",2024,333,85.886,0.0,2.703,2.402,2.703,20.12,acs5_2024_place_demographics
1600000US0213450,place,02,13450,"Chicken CDP, Alaska",2024,0,,,,,,,acs5_2024_place_demographics
1600000US0213550,place,02,13550,"Chignik city, Alaska",2024,27,14.815,0.0,0.0,0.0,0.0,14.815,acs5_2024_place_demographics
1600000US0213670,place,02,13670,"Chignik Lagoon CDP, Alaska",2024,29,24.138,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0213780,place,02,13780,"Chignik Lake CDP, Alaska",2024,27,3.704,0.0,0.0,0.0,0.0,33.333,acs5_2024_place_demographics
1600000US0213860,place,02,13860,"Chiniak CDP, Alaska",2024,0,,,,,,,acs5_2024_place_demographics
1600000US0213890,place,02,13890,"Chisana CDP, Alaska",2024,0,,,,,,,acs5_2024_place_demographics
1600000US0214000,place,02,14000,"Chistochina CDP, Alaska",2024,58,12.069,0.0,0.0,0.0,0.0,12.069,acs5_2024_place_demographics
1600000US0214110,place,02,14110,"Chitina CDP, Alaska",2024,100,49.0,0.0,0.0,0.0,0.0,42.0,acs5_2024_place_demographics
1600000US0214330,place,02,14330,"Chuathbaluk city, Alaska",2024,82,2.439,0.0,0.0,0.0,0.0,24.39,acs5_2024_place_demographics
1600000US0214880,place,02,14880,"Circle CDP, Alaska",2024,54,11.111,0.0,0.0,0.0,0.0,29.63,acs5_2024_place_demographics
1600000US0215320,place,02,15320,"Clam Gulch CDP, Alaska",2024,238,89.076,0.0,0.0,0.0,5.462,9.664,acs5_2024_place_demographics
1600000US0215430,place,02,15430,"Clark's Point city, Alaska",2024,25,12.0,0.0,0.0,0.0,0.0,32.0,acs5_2024_place_demographics
1600000US0216360,place,02,16360,"Coffman Cove city, Alaska",2024,269,97.398,0.0,0.0,0.0,2.23,26.022,acs5_2024_place_demographics
1600000US0216420,place,02,16420,"Cohoe CDP, Alaska",2024,1598,78.16,0.0,1.502,2.065,3.066,22.904,acs5_2024_place_demographics
1600000US0216530,place,02,16530,"Cold Bay city, Alaska",2024,145,27.586,0.69,20.0,2.759,0.0,15.862,acs5_2024_place_demographics
1600000US0216630,place,02,16630,"Coldfoot CDP, Alaska",2024,211,22.749,23.223,25.118,0.0,48.341,0.0,acs5_2024_place_demographics
1600000US0216750,place,02,16750,"College CDP, Alaska",2024,11924,57.103,4.26,6.047,9.804,7.984,21.822,acs5_2024_place_demographics
1600000US0217190,place,02,17190,"Cooper Landing CDP, Alaska",2024,227,74.89,0.0,2.203,0.0,2.203,19.383,acs5_2024_place_demographics
1600000US0217300,place,02,17300,"Copper Center CDP, Alaska",2024,346,34.104,0.0,1.734,1.734,1.734,24.277,acs5_2024_place_demographics
1600000US0217410,place,02,17410,"Cordova city, Alaska",2024,2453,71.912,0.204,8.928,3.343,8.683,18.834,acs5_2024_place_demographics
1600000US0217670,place,02,17670,"Covenant Life CDP, Alaska",2024,15,100.0,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0217740,place,02,17740,"Craig city, Alaska",2024,1131,62.865,0.265,3.979,4.863,5.305,17.418,acs5_2024_place_demographics
1600000US0217850,place,02,17850,"Crooked Creek CDP, Alaska",2024,17,5.882,0.0,0.0,0.0,0.0,17.647,acs5_2024_place_demographics
1600000US0217960,place,02,17960,"Crown Point CDP, Alaska",2024,65,69.231,0.0,0.0,30.769,30.769,0.0,acs5_2024_place_demographics
1600000US0218510,place,02,18510,"Deering city, Alaska",2024,227,4.405,0.0,0.881,0.881,1.762,40.969,acs5_2024_place_demographics
1600000US0218620,place,02,18620,"Delta Junction city, Alaska",2024,1217,81.348,0.247,0.493,15.201,9.203,24.24,acs5_2024_place_demographics
1600000US0218675,place,02,18675,"Deltana CDP, Alaska",2024,1997,84.276,2.203,0.451,0.0,11.718,22.834,acs5_2024_place_demographics
1600000US0218805,place,02,18805,"Denali Park CDP, Alaska",2024,819,79.243,5.983,2.564,6.838,6.349,2.93,acs5_2024_place_demographics
1600000US0218925,place,02,18925,"Diamond Ridge CDP, Alaska",2024,1329,87.133,0.15,1.806,2.709,3.16,23.251,acs5_2024_place_demographics
1600000US0218950,place,02,18950,"Dillingham city, Alaska",2024,2109,26.221,0.142,3.746,5.121,7.018,26.743,acs5_2024_place_demographics
1600000US0219060,place,02,19060,"Diomede city, Alaska",2024,27,0.0,0.0,0.0,0.0,0.0,44.444,acs5_2024_place_demographics
1600000US0219720,place,02,19720,"Dot Lake CDP, Alaska",2024,0,,,,,,,acs5_2024_place_demographics
1600000US0219750,place,02,19750,"Dot Lake Village CDP, Alaska",2024,0,,,,,,,acs5_2024_place_demographics
1600000US0220020,place,02,20020,"Dry Creek CDP, Alaska",2024,162,100.0,0.0,0.0,0.0,0.0,27.16,acs5_2024_place_demographics
1600000US0220380,place,02,20380,"Eagle city, Alaska",2024,95,89.474,0.0,0.0,0.0,0.0,6.316,acs5_2024_place_demographics
1600000US0220600,place,02,20600,"Eagle Village CDP, Alaska",2024,24,8.333,0.0,0.0,0.0,12.5,0.0,acs5_2024_place_demographics
1600000US0220716,place,02,20716,"Eareckson Station CDP, Alaska",2024,129,67.442,3.101,4.651,18.605,3.876,0.0,acs5_2024_place_demographics
1600000US0220970,place,02,20970,"Edna Bay city, Alaska",2024,25,100.0,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0221040,place,02,21040,"Eek city, Alaska",2024,174,0.0,0.0,0.0,0.0,0.0,39.655,acs5_2024_place_demographics
1600000US0221150,place,02,21150,"Egegik city, Alaska",2024,54,37.037,0.0,35.185,0.0,22.222,3.704,acs5_2024_place_demographics
1600000US0221370,place,02,21370,"Eielson AFB CDP, Alaska",2024,3155,65.864,5.483,0.666,18.605,0.887,37.211,acs5_2024_place_demographics
1600000US0221810,place,02,21810,"Ekwok city, Alaska",2024,36,2.778,0.0,0.0,36.111,11.111,33.333,acs5_2024_place_demographics
1600000US0222140,place,02,22140,"Elfin Cove CDP, Alaska",2024,28,100.0,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0222250,place,02,22250,"Elim city, Alaska",2024,383,2.089,0.522,0.522,1.044,0.522,41.775,acs5_2024_place_demographics
1600000US0222910,place,02,22910,"Emmonak city, Alaska",2024,966,0.0,8.075,0.0,0.0,8.075,36.335,acs5_2024_place_demographics
1600000US0223460,place,02,23460,"Ester CDP, Alaska",2024,2752,81.359,2.762,0.0,3.815,6.395,13.118,acs5_2024_place_demographics
1600000US0223720,place,02,23720,"Eureka Roadhouse CDP, Alaska",2024,0,,,,,,,acs5_2024_place_demographics
1600000US0223790,place,02,23790,"Evansville CDP, Alaska",2024,17,100.0,0.0,0.0,52.941,0.0,0.0,acs5_2024_place_demographics
1600000US0223900,place,02,23900,"Excursion Inlet CDP, Alaska",2024,62,41.935,19.355,20.968,17.742,38.71,0.0,acs5_2024_place_demographics
1600000US0224230,place,02,24230,"Fairbanks city, Alaska",2024,32083,57.675,8.397,4.22,11.318,7.471,24.586,acs5_2024_place_demographics
1600000US0224660,place,02,24660,"False Pass city, Alaska",2024,151,5.96,0.0,0.0,54.967,2.649,25.166,acs5_2024_place_demographics
1600000US0224980,place,02,24980,"Farmers Loop CDP, Alaska",2024,4954,81.611,0.0,1.029,7.206,5.733,24.203,acs5_2024_place_demographics
1600000US0225000,place,02,25000,"Farm Loop CDP, Alaska",2024,2894,80.65,0.76,0.138,5.425,2.211,24.464,acs5_2024_place_demographics
1600000US0225220,place,02,25220,"Ferry CDP, Alaska",2024,22,100.0,0.0,0.0,0.0,0.0,22.727,acs5_2024_place_demographics
1600000US0225550,place,02,25550,"Fishhook CDP, Alaska",2024,5819,73.844,1.512,0.705,6.737,3.059,27.273,acs5_2024_place_demographics
1600000US0225880,place,02,25880,"Flat CDP, Alaska",2024,0,,,,,,,acs5_2024_place_demographics
1600000US0226100,place,02,26100,"Fort Greely CDP, Alaska",2024,111,57.658,4.505,0.0,37.838,0.0,0.0,acs5_2024_place_demographics
1600000US0226760,place,02,26760,"Fort Yukon city, Alaska",2024,656,2.591,0.762,1.982,0.305,5.335,27.134,acs5_2024_place_demographics
1600000US0226835,place,02,26835,"Four Mile Road CDP, Alaska",2024,0,,,,,,,acs5_2024_place_demographics
1600000US0226870,place,02,26870,"Fox CDP, Alaska",2024,80,100.0,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0226910,place,02,26910,"Fox River CDP, Alaska",2024,741,90.688,0.0,0.0,0.675,8.097,41.7,acs5_2024_place_demographics
1600000US0227090,place,02,27090,"Fritz Creek CDP, Alaska",2024,2383,80.906,0.0,4.28,4.7,6.756,19.975,acs5_2024_place_demographics
1600000US0227145,place,02,27145,"Funny River CDP, Alaska",2024,1081,79.556,0.0,0.0,5.273,0.0,2.96,acs5_2024_place_demographics
1600000US0227420,place,02,27420,"Gakona CDP, Alaska",2024,181,57.459,0.0,4.42,0.0,0.0,30.387,acs5_2024_place_demographics
1600000US0227530,place,02,27530,"Galena city, Alaska",2024,611,24.223,0.327,0.655,2.128,2.782,29.951,acs5_2024_place_demographics
1600000US0227640,place,02,27640,"Gambell city, Alaska",2024,569,0.527,0.0,0.0,0.0,0.0,31.634,acs5_2024_place_demographics
1600000US0227700,place,02,27700,"Game Creek CDP, Alaska",2024,0,,,,,,,acs5_2024_place_demographics
1600000US0228200,place,02,28200,"Gateway CDP, Alaska",2024,6845,74.244,2.761,2.498,9.394,3.009,33.703,acs5_2024_place_demographics
1600000US0228590,place,02,28590,"Glacier View CDP, Alaska",2024,308,92.208,0.0,2.922,9.091,3.247,17.208,acs5_2024_place_demographics
1600000US0228740,place,02,28740,"Glennallen CDP, Alaska",2024,450,49.333,1.111,0.0,6.444,0.667,35.778,acs5_2024_place_demographics
1600000US0229130,place,02,29130,"Goldstream CDP, Alaska",2024,3294,87.644,0.0,0.0,5.039,8.531,18.549,acs5_2024_place_demographics
1600000US0229180,place,02,29180,"Golovin city, Alaska",2024,181,3.315,0.0,6.077,2.21,5.525,37.017,acs5_2024_place_demographics
1600000US0229290,place,02,29290,"Goodnews Bay city, Alaska",2024,115,2.609,0.0,0.0,0.0,0.0,34.783,acs5_2024_place_demographics
1600000US0230060,place,02,30060,"Grayling city, Alaska",2024,173,1.156,0.0,0.0,0.0,0.0,28.902,acs5_2024_place_demographics
1600000US0230500,place,02,30500,"Gulkana CDP, Alaska",2024,47,38.298,0.0,0.0,0.0,0.0,6.383,acs5_2024_place_demographics
1600000US0230940,place,02,30940,"Gustavus city, Alaska",2024,594,88.384,0.0,0.0,3.367,2.862,20.034,acs5_2024_place_demographics
1600000US0231050,place,02,31050,"Haines CDP, Alaska",2024,1757,71.713,0.0,6.375,2.96,7.74,24.132,acs5_2024_place_demographics
1600000US0231270,place,02,31270,"Halibut Cove CDP, Alaska",2024,167,67.066,0.0,0.0,0.0,0.0,28.144,acs5_2024_place_demographics
1600000US0231710,place,02,31710,"Happy Valley CDP, Alaska",2024,775,74.452,0.0,1.677,3.871,1.419,16.774,acs5_2024_place_demographics
1600000US0231765,place,02,31765,"Harding-Birch Lakes CDP, Alaska",2024,277,100.0,0.0,0.0,0.0,0.0,2.527,acs5_2024_place_demographics
1600000US0232150,place,02,32150,"Healy CDP, Alaska",2024,670,67.91,0.299,3.284,3.731,7.91,29.254,acs5_2024_place_demographics
1600000US0232310,place,02,32310,"Healy Lake CDP, Alaska",2024,24,0.0,0.0,0.0,0.0,0.0,20.833,acs5_2024_place_demographics
1600000US0232550,place,02,32550,"Hobart Bay CDP, Alaska",2024,0,,,,,,,acs5_2024_place_demographics
1600000US0232810,place,02,32810,"Hollis CDP, Alaska",2024,66,100.0,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0233030,place,02,33030,"Holy Cross city, Alaska",2024,205,0.0,0.0,0.0,2.927,0.0,37.561,acs5_2024_place_demographics
1600000US0233140,place,02,33140,"Homer city, Alaska",2024,5877,76.859,0.323,2.382,6.789,4.288,19.772,acs5_2024_place_demographics
1600000US0233360,place,02,33360,"Hoonah city, Alaska",2024,862,36.891,1.276,7.077,15.313,15.429,11.833,acs5_2024_place_demographics
1600000US0233470,place,02,33470,"Hooper Bay city, Alaska",2024,903,1.993,0.0,0.775,8.749,4.319,43.079,acs5_2024_place_demographics
1600000US0233580,place,02,33580,"Hope CDP, Alaska",2024,0,,,,,,,acs5_2024_place_demographics
1600000US0233800,place,02,33800,"Houston city, Alaska",2024,1834,82.933,0.327,1.2,3.326,1.145,16.194,acs5_2024_place_demographics
1600000US0233910,place,02,33910,"Hughes city, Alaska",2024,40,0.0,0.0,0.0,0.0,0.0,47.5,acs5_2024_place_demographics
1600000US0234350,place,02,34350,"Huslia city, Alaska",2024,51,0.0,0.0,0.0,0.0,0.0,43.137,acs5_2024_place_demographics
1600000US0234460,place,02,34460,"Hydaburg city, Alaska",2024,375,10.667,0.0,0.0,4.8,2.667,28.267,acs5_2024_place_demographics
1600000US0234570,place,02,34570,"Hyder CDP, Alaska",2024,14,57.143,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0234790,place,02,34790,"Igiugig CDP, Alaska",2024,53,18.868,0.0,0.0,5.66,0.0,26.415,acs5_2024_place_demographics
1600000US0235120,place,02,35120,"Iliamna CDP, Alaska",2024,70,30.0,0.0,0.0,0.0,0.0,27.143,acs5_2024_place_demographics
1600000US0235890,place,02,35890,"Ivanof Bay CDP, Alaska",2024,0,,,,,,,acs5_2024_place_demographics
1600000US0236400,place,02,36400,"Juneau city and borough, Alaska",2024,31794,62.553,0.711,7.495,7.061,7.687,20.435,acs5_2024_place_demographics
1600000US0236540,place,02,36540,"Kachemak city, Alaska",2024,805,86.957,0.0,1.739,0.87,3.975,22.733,acs5_2024_place_demographics
1600000US0236770,place,02,36770,"Kake city, Alaska",2024,624,14.583,1.282,1.122,6.891,1.603,29.167,acs5_2024_place_demographics
1600000US0236990,place,02,36990,"Kaktovik city, Alaska",2024,124,3.226,0.0,0.0,0.806,0.806,27.419,acs5_2024_place_demographics
1600000US0237250,place,02,37250,"Kalifornsky CDP, Alaska",2024,8663,76.913,0.485,1.766,3.232,2.055,24.495,acs5_2024_place_demographics
1600000US0237430,place,02,37430,"Kaltag city, Alaska",2024,68,5.882,0.0,0.0,0.0,0.0,17.647,acs5_2024_place_demographics
1600000US0237540,place,02,37540,"Karluk CDP, Alaska",2024,33,0.0,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0237650,place,02,37650,"Kasaan city, Alaska",2024,51,37.255,0.0,0.0,0.0,0.0,19.608,acs5_2024_place_demographics
1600000US0237975,place,02,37975,"Kasigluk CDP, Alaska",2024,698,0.43,0.0,0.0,0.0,0.0,40.831,acs5_2024_place_demographics
1600000US0238090,place,02,38090,"Kasilof CDP, Alaska",2024,313,82.428,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0238420,place,02,38420,"Kenai city, Alaska",2024,7641,71.875,0.877,3.377,7.8,5.078,24.565,acs5_2024_place_demographics
1600000US0238910,place,02,38910,"Kenny Lake CDP, Alaska",2024,289,65.052,0.0,0.0,0.0,0.0,43.599,acs5_2024_place_demographics
1600000US0238970,place,02,38970,"Ketchikan city, Alaska",2024,8078,54.048,0.768,13.89,6.103,11.76,20.723,acs5_2024_place_demographics
1600000US0239300,place,02,39300,"Kiana city, Alaska",2024,437,5.95,0.0,0.0,0.0,0.0,28.375,acs5_2024_place_demographics
1600000US0239410,place,02,39410,"King Cove city, Alaska",2024,1352,11.538,0.296,25.814,4.364,24.556,17.382,acs5_2024_place_demographics
1600000US0239630,place,02,39630,"King Salmon CDP, Alaska",2024,323,47.368,1.548,8.359,7.121,2.477,23.839,acs5_2024_place_demographics
1600000US0239740,place,02,39740,"Kipnuk CDP, Alaska",2024,706,0.708,0.708,0.0,0.0,0.0,38.952,acs5_2024_place_demographics
1600000US0239960,place,02,39960,"Kivalina city, Alaska",2024,809,0.865,0.0,0.0,0.0,0.0,45.983,acs5_2024_place_demographics
1600000US0240400,place,02,40400,"Klawock city, Alaska",2024,749,32.176,0.0,0.0,3.071,2.136,20.027,acs5_2024_place_demographics
1600000US0240510,place,02,40510,"Klukwan CDP, Alaska",2024,82,17.073,0.0,0.0,0.0,8.537,14.634,acs5_2024_place_demographics
1600000US0240645,place,02,40645,"Knik-Fairview CDP, Alaska",2024,19972,74.144,0.716,2.088,5.688,2.989,31.304,acs5_2024_place_demographics
1600000US0240670,place,02,40670,"Knik River CDP, Alaska",2024,883,88.335,0.0,0.0,4.757,4.983,20.159,acs5_2024_place_demographics
1600000US0240840,place,02,40840,"Kobuk city, Alaska",2024,101,4.95,0.0,0.0,0.0,1.98,41.584,acs5_2024_place_demographics
1600000US0240950,place,02,40950,"Kodiak city, Alaska",2024,5447,36.314,0.055,43.29,10.446,34.257,20.103,acs5_2024_place_demographics
1600000US0241210,place,02,41210,"Kodiak Station CDP, Alaska",2024,1823,68.623,3.675,1.097,14.536,2.578,29.951,acs5_2024_place_demographics
1600000US0241280,place,02,41280,"Kokhanok CDP, Alaska",2024,39,10.256,0.0,0.0,2.564,0.0,41.026,acs5_2024_place_demographics
1600000US0241500,place,02,41500,"Koliganek CDP, Alaska",2024,193,0.518,0.0,0.0,0.0,0.0,47.668,acs5_2024_place_demographics
1600000US0241610,place,02,41610,"Kongiganak CDP, Alaska",2024,316,0.0,0.0,0.0,0.633,0.0,39.873,acs5_2024_place_demographics
1600000US0241720,place,02,41720,"Kotlik city, Alaska",2024,976,1.127,0.0,0.307,0.0,0.307,49.898,acs5_2024_place_demographics
1600000US0241830,place,02,41830,"Kotzebue city, Alaska",2024,2984,20.643,1.24,0.804,5.697,2.245,32.574,acs5_2024_place_demographics
1600000US0241940,place,02,41940,"Koyuk city, Alaska",2024,348,2.299,0.0,0.0,0.0,0.0,37.069,acs5_2024_place_demographics
1600000US0242050,place,02,42050,"Koyukuk city, Alaska",2024,29,0.0,0.0,0.0,0.0,0.0,17.241,acs5_2024_place_demographics
1600000US0242160,place,02,42160,"Kupreanof city, Alaska",2024,10,100.0,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0242380,place,02,42380,"Kwethluk city, Alaska",2024,975,0.923,0.0,0.41,0.0,0.41,40.205,acs5_2024_place_demographics
1600000US0242490,place,02,42490,"Kwigillingok CDP, Alaska",2024,545,0.734,0.0,0.0,0.0,0.0,33.578,acs5_2024_place_demographics
1600000US0242805,place,02,42805,"Lake Louise CDP, Alaska",2024,0,,,,,,,acs5_2024_place_demographics
1600000US0242820,place,02,42820,"Lake Minchumina CDP, Alaska",2024,7,100.0,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0243040,place,02,43040,"Larsen Bay city, Alaska",2024,145,34.483,0.69,4.828,31.724,56.552,8.276,acs5_2024_place_demographics
1600000US0243260,place,02,43260,"Lazy Mountain CDP, Alaska",2024,1459,84.853,0.411,0.274,2.262,0.0,21.933,acs5_2024_place_demographics
1600000US0243810,place,02,43810,"Levelock CDP, Alaska",2024,8,25.0,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0244030,place,02,44030,"Lime Village CDP, Alaska",2024,0,,,,,,,acs5_2024_place_demographics
1600000US0244580,place,02,44580,"Livengood CDP, Alaska",2024,0,,,,,,,acs5_2024_place_demographics
1600000US0245020,place,02,45020,"Loring CDP, Alaska",2024,0,,,,,,,acs5_2024_place_demographics
1600000US0245295,place,02,45295,"Lowell Point CDP, Alaska",2024,0,,,,,,,acs5_2024_place_demographics
1600000US0245460,place,02,45460,"Lower Kalskag city, Alaska",2024,239,0.0,0.0,0.0,0.0,0.0,42.259,acs5_2024_place_demographics
1600000US0245700,place,02,45700,"Lutak CDP, Alaska",2024,24,100.0,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0245790,place,02,45790,"McCarthy CDP, Alaska",2024,3,33.333,0.0,33.333,33.333,66.667,0.0,acs5_2024_place_demographics
1600000US0246010,place,02,46010,"McGrath city, Alaska",2024,255,32.549,0.0,0.0,4.314,1.176,18.039,acs5_2024_place_demographics
1600000US0246780,place,02,46780,"Manley Hot Springs CDP, Alaska",2024,32,87.5,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0246890,place,02,46890,"Manokotak city, Alaska",2024,679,8.837,0.0,0.0,2.504,0.884,33.873,acs5_2024_place_demographics
1600000US0247000,place,02,47000,"Marshall city, Alaska",2024,386,0.0,0.0,0.0,0.0,0.0,41.451,acs5_2024_place_demographics
